timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16
1789159953.892962,2.4664794720837424,46.03829290690149,26.055301563416897,25.467550507682915,16.104994869772327,2.2597495909351126,-10.440144773135813,-4.364220038538921,1.038114910528897,46.15609242637224,-23.064983949813136,19.869908974603185,36.96240534387937,6.284199120389092,17.96385563237557,-28.069631894917286
1789159953.897328,-0.43990430881348086,52.154823413545955,15.911310339308558,21.742121342590934,24.7231639690481,-2.2027369730737787,10.750127279235127,1.330962586706104,15.935719372097257,20.260759208099948,-19.797627088515473,28.956961801168262,20.649598978047436,-3.0653198476619647,28.759033584298475,-47.88160648611398
1789159953.900874,-4.07652351497156,39.08651641363072,-8.163264583829413,26.358564296856727,11.682795375507393,-4.898457613627114,14.769663382790169,10.613485724052172,8.290801095199711,-21.32416733667563,-4.858283990060421,18.894149302380235,-5.221131413397252,-18.855513760253988,19.82600885183558,-48.37316268636516
1789159953.904865,0.9599845797567976,19.692180311874772,-20.675620311076763,36.403717864109964,-10.480831650114478,2.4088503228624116,4.566396285507636,18.715869050674403,-22.960159991845323,-45.47903081840981,10.816453977783741,-3.6235428497849504,-26.933219298555212,-25.509306211654074,-1.9479830562664233,-34.093735161262124
1789159953.908862,6.632243210145427,12.359645438111798,-18.39219880377297,45.33431969390605,-23.683091973615525,7.426236429430231,-11.951833526379314,22.74292485497942,-43.83601969372247,-44.50067649170086,8.261702839730113,-11.696199762293602,-24.865589173969774,-20.718969342309364,-7.756295048875094,-9.76136423824044
1789159953.912861,-1.8968719611818585,18.177105126248495,-12.182741310133196,43.09298551080603,-23.475740115972187,-4.734306738400928,-24.039806393326277,18.436389775377986,-34.84708058886049,-24.346110718736675,-12.785358415880232,1.7431621048495765,-3.0287305480777817,-10.195320450704344,10.388506598377637,10.625642751908147
1789159953.916859,-21.574374231134783,27.109394378504682,-0.35882882035384966,27.916809371213937,-12.69672824988956,-22.873237394373398,-15.773516163530942,6.307132188283564,-11.040073527005632,8.413618067904345,-28.79520252174095,11.448251887037841,8.115731210323574,4.689943179482212,24.969263408686256,9.039727497817777
1789159953.920862,-36.864356843438635,33.302550919513294,21.689963059077407,14.834532149285025,5.503230567324174,-21.714971125096184,14.02755784394056,-2.538289107176263,11.85918798061218,34.28588565556234,-23.346179288648777,2.018751600768545,-8.39032941298423,21.124575766751107,17.69946825914562,-9.623349130436184
1789159953.924857,-44.725320059638605,32.573324999608225,36.52642690775156,20.055349448456376,20.13523479003753,1.0786856908667009,36.84632588586422,1.2309771923377717,34.31615840850591,28.521871126065065,-7.720077485649252,-7.199656013646404,-33.602047080483196,26.871635690523007,8.540574032912673,-17.106891953959625
1789159953.928858,-53.30057177839809,20.16019654289679,20.93253298097366,38.1437286049034,16.863708538354675,20.538329239775724,26.8893427501113,9.8772966803903,48.22469710784504,-2.2525970233727577,-1.8484369678201737,1.3267131651035562,-42.0581997891839,14.939512256961581,18.171337417961745,0.9674684927179724
1789159953.932853,-58.37673038553811,2.369013058367827,-14.668967105294541,46.206741282103565,-0.7063573528782499,18.818711896683944,1.0856185098715372,7.630403855907678,35.77117603345765,-19.765685273551362,-9.170656463140713,11.530321572166546,-34.14089621093703,-0.37369825859822825,31.263887403261855,26.095078736887018
1789159953.936852,-44.42691739112479,-3.8966805639908095,-29.361733929798245,33.14349006657742,-10.525150862134995,4.060880818709652,-1.1149618807786084,-6.618098256973505,5.601165310220367,-6.178784138274876,-23.831196545750732,4.146175824377199,-23.12624192240404,1.478659297455584,25.92712662889832,34.796072856857776
1789159953.940852,-12.416976547330755,7.5413141967253186,-3.1443512041419854,12.832848972715588,-0.4703717180026792,-10.203106517526926,25.69120386159075,-17.736362338227792,-7.388695191272015,12.500277649891665,-49.05902618335273,-7.543678803443115,-9.013740111428678,18.491622184161958,13.871839356913,27.644622495716895
1789159953.944849,15.35106994769287,22.482405039300904,34.54359183712488,2.8450806244086557,17.048551728224492,-21.560447165375873,43.86299081230761,-16.091206598607677,7.329665600428053,11.189969078581644,-85.43012856055,-2.663527854829212,10.550251132233974,26.60930460805704,17.569153356641245,17.1305665544404
1789159953.948849,25.023004560639933,23.912089794762135,44.359309866192405,5.1070333243995805,24.820628723558436,-26.603924995488832,26.027681998688934,-7.678635284010927,19.069423396821488,1.9188510790519242,-110.58879410582963,7.1951082053416044,20.109833663696175,11.619653034844141,26.734048189728867,4.173495968737914
1789159953.952847,25.74190164517947,10.615124125603202,25.03855950466974,14.44470397099865,21.255290556510147,-17.204212054422747,-9.988960164654692,0.08784722527378186,3.30300450941312,3.8939608698417842,-99.49546962587888,-4.9199253719831315,6.971732367825048,-13.324183528363658,13.060732254433457,-12.656905957592713
1789159953.956845,27.154427097717715,-6.815306300608476,0.7758384013199304,27.770433258061438,12.698020674645527,-0.01067209540890346,-33.72093324934728,7.458413133593285,-24.387303770658455,8.187687686332193,-60.87332065925462,-34.1164045596622,-9.896917660183089,-28.544381787723374,-19.398178510641078,-20.10268120721374
1789159953.960845,23.28069411264711,-20.383659098558148,-14.009252013509148,37.01779642809306,-0.5391206966661741,2.5872911723205085,-38.79328084083967,12.609491009365955,-36.56920435988991,-0.4907572373661875,-27.348041064103825,-43.49359554614178,-0.9130928431019152,-29.7378804428145,-31.23097570421776,-8.074523672462785
1789159953.964843,8.854784770740217,-25.89259703286421,-14.08631892778097,31.650613450893914,-16.292695841994266,-17.553700168163186,-29.224012402950482,8.37991983987153,-30.21494082439336,-11.64825498356824,-12.890771306250045,-14.857800258181179,28.716486194151123,-20.860481060352665,-1.8861720335867815,6.366438642066443
1789159953.968839,-5.649312529476095,-18.22261241713947,4.678678268757796,16.336520803940232,-21.589791633165877,-41.1125339379569,-3.894490158638945,-4.908030467859183,-15.259141191343382,-7.898076880782229,-4.198338573905296,26.450211921787897,40.60380996329427,-4.59117932524466,41.09400556901386,-1.9511260608986962
1789159953.972836,-7.268700299917992,-0.09224338289580913,30.2870819268861,9.415684989483086,-9.570869211650937,-47.85941894194919,25.043860057047784,-15.473676796258383,9.522635145177063,3.2588405078245444,7.090517975582488,48.686412699307205,14.975104554443227,10.743340962914893,61.91006625139701,-28.49957923471613
1789159953.976837,-0.5925732066745839,12.018342471607319,35.84378665284213,16.654423225563185,5.3547901139121095,-41.34897580591437,29.819264263314505,-14.487757681388882,41.60802647377239,5.48100346192642,8.666619833105944,47.3995901267774,-22.944654102462767,13.265268746252644,55.683828002594204,-42.96479560113247
1789159953.980833,-3.817614924145208,6.723960420308902,13.6724530422822,22.91094823436051,7.050647689036433,-35.825137512800346,2.6555456272740514,-6.036688591246513,55.22495824787165,5.043760535038778,-6.426066326199894,30.076406412969483,-40.010621542280205,5.3590411941748695,32.46392122987428,-30.479713295640902
1789159953.984833,-25.510630223699543,-4.882011969144038,-11.548306463161357,17.214373479070048,1.711871632215523,-32.99941361658302,-28.68333158377545,1.2110149310167078,28.76923171186244,15.816010640685992,-19.887534480398042,1.8942797443246064,-32.11986606784525,3.1756714126555536,-1.2050879068262148,-5.742078371606937
1789159953.988829,-56.28734027137429,-5.9793427801944095,-15.919193568434416,8.866217187402832,4.2388470359758035,-28.845323788664988,-35.51399886519482,5.085751921080192,-18.037145238717585,26.226590962391455,-12.437269032633276,-20.026046143874733,-10.37973909515793,11.613239459349439,-28.025674620437627,15.759427050341813
